model,dataset,rdbms,row_id,difficulty,query_split,question_split,schema_num_tables,schema_num_columns,prompt_tokens,gen_time_s,pred_success,gold_success,pred_vs_gold_match,pred_execution_time_s,gold_execution_time_s,num_table_repairs,num_column_repairs,has_repairs,valid_prediction,successful_execution
gpt2xl,advising,mariadb,72,3,train,exclude,4,50,348,39.492881,False,True,False,0.04979848861694336,0.012421369552612305,0,0,False,False,False
gpt2xl,advising,mariadb,73,3,train,train,4,61,452,57.578696,False,True,False,0.05603384971618652,0.011597156524658203,0,0,False,False,False
gpt2xl,advising,mariadb,74,3,train,exclude,4,61,451,58.500933,False,True,False,0.06107640266418457,0.032317161560058594,0,0,False,False,False
gpt2xl,advising,mariadb,75,3,train,exclude,4,61,453,52.727937,False,True,False,0.04227924346923828,0.015544652938842773,0,0,False,False,False
gpt2xl,advising,mariadb,76,3,train,exclude,4,61,455,59.825233,False,True,False,0.03923678398132324,0.021451711654663086,0,0,False,False,False
gpt2xl,advising,mariadb,77,3,train,exclude,4,61,455,54.950421,False,True,False,0.05043935775756836,0.015220403671264648,0,0,False,False,False
gpt2xl,advising,mariadb,78,3,train,exclude,4,61,451,51.519431,False,True,False,0.03241991996765137,0.013987302780151367,0,0,False,False,False
gpt2xl,advising,mariadb,79,3,train,exclude,4,61,455,53.584792,False,True,False,0.048531293869018555,0.014862537384033203,0,0,False,False,False
gpt2xl,advising,mariadb,80,3,train,exclude,4,43,323,43.679054,False,True,False,0.040732383728027344,0.012333393096923828,0,0,False,False,False
gpt2xl,advising,mariadb,81,3,train,exclude,4,60,461,57.088502,False,True,False,0.05723071098327637,0.025385379791259766,0,0,False,False,False
gpt2xl,advising,mariadb,82,3,train,exclude,4,61,453,55.631577,False,True,False,0.048432111740112305,0.014622926712036133,0,0,False,False,False
gpt2xl,advising,mariadb,83,3,train,exclude,4,59,450,63.192735,False,True,False,0.05042552947998047,0.021155118942260742,0,0,False,False,False
gpt2xl,advising,mariadb,84,3,train,exclude,4,59,451,61.915523,False,True,False,0.048430442810058594,0.012776613235473633,0,0,False,False,False
gpt2xl,advising,mariadb,85,3,train,exclude,4,43,339,39.618866,False,True,False,0.030406951904296875,0.011600971221923828,0,0,False,False,False
gpt2xl,advising,mariadb,86,3,train,exclude,4,61,451,55.086807,False,True,False,0.053783416748046875,0.012246847152709961,0,0,False,False,False
gpt2xl,advising,mariadb,87,3,train,exclude,4,61,451,55.399482,False,True,False,0.028635501861572266,0.010973215103149414,0,0,False,False,False
gpt2xl,advising,mariadb,88,3,train,exclude,4,61,455,57.015807,False,True,False,0.05579376220703125,0.016722679138183594,0,0,False,False,False
gpt2xl,advising,mariadb,89,3,train,test,4,61,451,54.764649,False,True,False,0.04463815689086914,0.015643596649169922,0,0,False,False,False
gpt2xl,advising,mariadb,90,3,train,dev,4,42,326,42.573813,False,True,False,0.053986310958862305,0.012889385223388672,0,0,False,False,False
gpt2xl,advising,mariadb,91,3,train,exclude,4,61,448,63.280463,False,True,False,0.05409049987792969,0.016036510467529297,0,0,False,False,False
gpt2xl,advising,mariadb,92,3,train,exclude,4,61,451,54.959311,False,True,False,0.05167579650878906,0.011845827102661133,0,0,False,False,False
gpt2xl,advising,mariadb,93,3,train,exclude,4,59,443,213.585506,False,True,False,0.055654287338256836,0.029165983200073242,0,0,False,False,False
gpt2xl,advising,mariadb,94,3,train,exclude,4,59,443,210.585938,False,True,False,0.048474788665771484,0.0337519645690918,0,0,False,False,False
gpt2xl,advising,mariadb,95,3,train,exclude,4,61,450,55.472962,False,True,False,0.03222250938415527,0.014203786849975586,0,0,False,False,False
gpt2xl,advising,mariadb,96,3,train,exclude,4,43,324,37.510686,False,True,False,0.052332162857055664,0.014022350311279297,0,0,False,False,False
gpt2xl,advising,mariadb,97,3,train,exclude,4,43,341,44.318374,False,True,False,0.056966543197631836,0.01468968391418457,0,0,False,False,False
gpt2xl,advising,mariadb,98,3,train,exclude,4,46,374,40.933331,False,True,False,0.045914411544799805,0.010157346725463867,0,0,False,False,False
gpt2xl,advising,mariadb,101,3,train,exclude,4,43,338,44.046692,False,True,False,0.03966498374938965,0.01081395149230957,0,0,False,False,False
gpt2xl,advising,mariadb,102,3,train,exclude,4,43,318,42.212335,False,True,False,0.046544551849365234,0.011465787887573242,0,0,False,False,False
gpt2xl,advising,mariadb,103,3,train,exclude,4,42,326,42.97513,False,True,False,0.05105304718017578,0.018569469451904297,0,0,False,False,False
gpt2xl,advising,mariadb,106,3,train,train,4,61,449,43.805879,False,True,False,0.05334138870239258,0.04082965850830078,0,0,False,False,False
gpt2xl,advising,mariadb,108,3,train,exclude,4,61,450,55.404124,False,True,False,0.05545949935913086,0.020125627517700195,0,0,False,False,False
gpt2xl,advising,mariadb,109,3,train,exclude,4,43,336,43.148646,False,True,False,0.028233766555786133,0.012193918228149414,0,0,False,False,False
gpt2xl,advising,mariadb,110,3,train,exclude,4,61,452,55.150464,False,True,False,0.047102928161621094,0.012959957122802734,0,0,False,False,False
gpt2xl,advising,mariadb,111,3,train,exclude,4,61,451,55.391523,False,True,False,0.0449676513671875,0.01150655746459961,0,0,False,False,False
gpt2xl,advising,mariadb,112,3,train,exclude,4,43,336,44.219399,False,True,False,0.029798030853271484,0.012187719345092773,0,0,False,False,False
gpt2xl,advising,mariadb,113,3,train,exclude,4,61,450,55.184786,False,True,False,0.048619747161865234,0.013351678848266602,0,0,False,False,False
gpt2xl,advising,mariadb,114,3,train,exclude,4,43,320,42.983669,False,True,False,0.04329204559326172,0.013599157333374023,0,0,False,False,False
gpt2xl,advising,mariadb,115,3,train,exclude,4,61,450,56.50751,False,True,False,0.05079054832458496,0.015348196029663086,0,0,False,False,False
gpt2xl,advising,mariadb,116,3,train,train,4,27,244,30.24446,False,True,False,0.03883051872253418,0.009776830673217773,0,0,False,False,False
gpt2xl,advising,mariadb,117,3,train,exclude,4,27,223,28.032484,False,True,False,0.03318428993225098,0.01488351821899414,0,0,False,False,False
gpt2xl,advising,mariadb,118,3,train,exclude,4,59,442,55.148901,False,True,False,0.04456162452697754,0.027602672576904297,0,0,False,False,False
gpt2xl,advising,mariadb,119,3,train,train,4,35,260,37.00648,False,True,False,0.03286600112915039,0.011845588684082031,0,0,False,False,False
gpt2xl,advising,mariadb,120,3,train,train,4,61,453,55.515198,False,True,False,0.04479622840881348,0.024012327194213867,0,0,False,False,False
gpt2xl,advising,mariadb,121,3,train,exclude,4,61,451,55.450016,False,True,False,0.03789114952087402,0.019143104553222656,0,0,False,False,False
gpt2xl,advising,mariadb,122,3,train,exclude,4,61,451,55.205301,False,True,False,0.04238176345825195,0.011823654174804688,0,0,False,False,False
gpt2xl,advising,mariadb,123,3,train,exclude,4,43,318,42.148587,False,True,False,0.036956787109375,0.013407230377197266,0,0,False,False,False
gpt2xl,advising,mariadb,124,3,train,exclude,4,61,449,55.98086,False,True,False,0.060974836349487305,0.013416528701782227,0,0,False,False,False
gpt2xl,advising,mariadb,125,3,train,exclude,4,61,450,55.542415,False,True,False,0.05058717727661133,0.01587057113647461,0,0,False,False,False
gpt2xl,advising,mariadb,126,3,train,exclude,4,27,243,35.467531,False,True,False,0.036894798278808594,0.011227130889892578,0,0,False,False,False
gpt2xl,advising,mariadb,127,3,train,train,4,43,338,43.41668,False,True,False,0.03408670425415039,0.010780572891235352,0,0,False,False,False
gpt2xl,advising,mariadb,128,3,train,exclude,4,42,327,69.344373,False,True,False,0.05405712127685547,0.010857343673706055,0,0,False,False,False
gpt2xl,advising,mariadb,129,3,train,exclude,4,53,395,49.31789,False,True,False,0.049345970153808594,0.008481264114379883,0,0,False,False,False
gpt2xl,advising,mariadb,130,3,train,test,4,61,447,56.705803,False,True,False,0.07337188720703125,0.030855178833007812,0,0,False,False,False
gpt2xl,advising,mariadb,131,3,train,exclude,4,61,449,55.948633,False,True,False,0.03670382499694824,0.015316009521484375,0,0,False,False,False
gpt2xl,advising,mariadb,132,3,train,exclude,4,43,317,42.362843,False,True,False,0.028882980346679688,0.010094881057739258,0,0,False,False,False
gpt2xl,advising,mariadb,133,3,train,exclude,4,43,337,44.128257,False,True,False,0.03296232223510742,0.010309457778930664,0,0,False,False,False
gpt2xl,advising,mariadb,134,3,train,exclude,4,50,347,39.323094,False,True,False,0.040788888931274414,0.011239290237426758,0,0,False,False,False
gpt2xl,advising,mariadb,135,3,train,exclude,4,61,453,55.910135,False,True,False,0.029702425003051758,0.013588428497314453,0,0,False,False,False
gpt2xl,advising,mariadb,136,3,train,dev,4,43,319,42.604627,False,True,False,0.04054713249206543,0.010512590408325195,0,0,False,False,False
gpt2xl,advising,mariadb,137,3,train,exclude,4,61,451,55.798025,False,True,False,0.02900838851928711,0.012549638748168945,0,0,False,False,False
gpt2xl,advising,mariadb,138,3,train,exclude,4,43,318,43.678325,False,True,False,0.03841996192932129,0.011587858200073242,0,0,False,False,False
gpt2xl,advising,mariadb,139,3,train,exclude,4,42,324,42.468749,False,True,False,0.04235243797302246,0.010821819305419922,0,0,False,False,False
gpt2xl,advising,mariadb,140,3,train,exclude,4,42,324,43.012101,False,True,False,0.0486912727355957,0.012361288070678711,0,0,False,False,False
gpt2xl,advising,mariadb,141,3,train,exclude,4,43,334,43.629511,False,True,False,0.04744696617126465,0.010545730590820312,0,0,False,False,False
gpt2xl,advising,mariadb,143,3,train,exclude,4,35,264,36.916665,False,True,False,0.03624296188354492,0.010669946670532227,0,0,False,False,False
gpt2xl,advising,mariadb,144,3,train,exclude,4,27,209,31.967903,False,True,False,0.030599355697631836,0.010910272598266602,0,0,False,False,False
gpt2xl,advising,mariadb,145,3,train,train,4,61,452,56.073816,False,True,False,0.033232688903808594,0.012962102890014648,0,0,False,False,False
gpt2xl,advising,mariadb,146,3,train,exclude,4,61,449,55.933101,False,True,False,0.05369281768798828,0.016709089279174805,0,0,False,False,False
gpt2xl,advising,mariadb,147,3,train,exclude,4,61,449,56.920123,False,True,False,0.045351266860961914,0.013736248016357422,0,0,False,False,False
gpt2xl,advising,mariadb,148,3,train,exclude,4,61,448,57.064765,False,True,False,0.04193377494812012,0.017775774002075195,0,0,False,False,False
gpt2xl,advising,mariadb,149,3,train,exclude,4,61,451,55.639655,False,True,False,0.06046485900878906,0.01600956916809082,0,0,False,False,False
gpt2xl,advising,mariadb,150,3,train,exclude,4,44,330,43.436269,False,True,False,0.027661800384521484,0.010682344436645508,0,0,False,False,False
gpt2xl,advising,mariadb,151,3,train,exclude,4,61,453,56.690316,False,True,False,0.041747331619262695,0.011299610137939453,0,0,False,False,False
gpt2xl,advising,mariadb,152,3,train,train,4,61,451,55.325249,False,True,False,0.03614449501037598,0.012303352355957031,0,0,False,False,False
gpt2xl,advising,mariadb,153,3,train,train,4,61,450,55.355263,False,True,False,0.04001259803771973,0.012628555297851562,0,0,False,False,False
gpt2xl,advising,mariadb,154,3,train,exclude,4,61,449,55.785792,False,True,False,0.03311610221862793,0.01453709602355957,0,0,False,False,False
gpt2xl,advising,mariadb,155,3,train,exclude,4,61,449,58.635182,False,True,False,0.045340538024902344,0.016337156295776367,0,0,False,False,False
gpt2xl,advising,mariadb,156,3,train,exclude,4,61,451,56.577058,False,True,False,0.04386091232299805,0.012471675872802734,0,0,False,False,False
gpt2xl,advising,mariadb,157,3,train,train,4,61,451,55.866595,False,True,False,0.03913402557373047,0.01125788688659668,0,0,False,False,False
gpt2xl,advising,mariadb,158,3,train,exclude,4,61,449,58.306894,False,True,False,0.031209707260131836,0.01318669319152832,0,0,False,False,False
gpt2xl,advising,mariadb,159,3,train,exclude,4,61,450,56.731445,False,True,False,0.0497126579284668,0.01826786994934082,0,0,False,False,False
gpt2xl,advising,mariadb,160,3,train,exclude,4,43,336,44.365332,False,True,False,0.04333853721618652,0.012152910232543945,0,0,False,False,False
gpt2xl,advising,mariadb,161,3,train,exclude,4,43,320,42.130744,False,True,False,0.03301644325256348,0.012092828750610352,0,0,False,False,False
gpt2xl,advising,mariadb,162,3,train,exclude,4,61,453,56.477281,False,True,False,0.046820640563964844,0.012512445449829102,0,0,False,False,False
gpt2xl,advising,mariadb,163,3,train,exclude,4,61,448,55.051424,False,True,False,0.05091714859008789,0.01249384880065918,0,0,False,False,False
gpt2xl,advising,mariadb,164,3,train,exclude,4,43,320,42.730305,False,True,False,0.04605579376220703,0.010874509811401367,0,0,False,False,False
gpt2xl,advising,mariadb,165,3,train,train,4,61,447,57.804742,False,True,False,0.04533553123474121,0.02176833152770996,0,0,False,False,False
gpt2xl,advising,mariadb,166,3,train,exclude,4,61,448,55.891042,False,True,False,0.035172224044799805,0.015692472457885742,0,0,False,False,False
gpt2xl,advising,mariadb,167,3,train,exclude,4,50,346,45.106669,False,True,False,0.03263998031616211,0.012094259262084961,0,0,False,False,False
gpt2xl,advising,mariadb,168,3,train,exclude,4,59,446,65.809964,False,True,False,0.05064845085144043,0.029904842376708984,0,0,False,False,False
gpt2xl,advising,mariadb,169,3,train,exclude,4,59,445,55.858251,False,True,False,0.033437490463256836,0.0162508487701416,0,0,False,False,False
gpt2xl,advising,mariadb,170,3,train,exclude,4,61,450,55.136424,False,True,False,0.04727625846862793,0.010579347610473633,0,0,False,False,False
gpt2xl,advising,mariadb,171,3,train,exclude,4,61,451,55.35464,False,True,False,0.053655385971069336,0.014076948165893555,0,0,False,False,False
gpt2xl,advising,mariadb,172,3,train,exclude,4,61,453,54.992366,False,True,False,0.03993415832519531,0.011171102523803711,0,0,False,False,False
gpt2xl,advising,mariadb,173,3,train,exclude,4,61,450,56.463502,False,True,False,0.05302238464355469,0.016631603240966797,0,0,False,False,False
gpt2xl,advising,mariadb,174,3,train,exclude,4,43,348,45.867406,False,True,False,0.030965805053710938,0.013907432556152344,0,0,False,False,False
gpt2xl,advising,mariadb,175,3,train,exclude,4,59,448,58.271946,False,True,False,0.04052090644836426,0.01607966423034668,0,0,False,False,False
gpt2xl,advising,mariadb,176,3,train,exclude,4,61,449,57.225027,False,True,False,0.03520393371582031,0.011455297470092773,0,0,False,False,False
gpt2xl,advising,mariadb,177,3,train,exclude,4,61,450,57.157588,False,True,False,0.03973698616027832,0.017906904220581055,0,0,False,False,False
gpt2xl,advising,mariadb,178,3,train,exclude,4,61,450,56.923443,False,True,False,0.0545954704284668,0.02848029136657715,0,0,False,False,False
gpt2xl,advising,mariadb,179,3,train,exclude,4,61,450,55.687441,False,True,False,0.04972219467163086,0.0134735107421875,0,0,False,False,False
gpt2xl,advising,mariadb,180,3,train,exclude,4,59,441,210.170875,False,True,False,0.055725812911987305,0.032238006591796875,0,0,False,False,False
gpt2xl,advising,mariadb,181,3,train,exclude,4,43,315,43.292863,False,True,False,0.060148000717163086,0.01728677749633789,0,0,False,False,False
gpt2xl,advising,mariadb,183,3,train,exclude,4,61,451,55.63796,False,True,False,0.039343833923339844,0.021465539932250977,0,0,False,False,False
gpt2xl,advising,mariadb,184,3,train,exclude,4,61,447,57.548519,False,True,False,0.04780769348144531,0.021655797958374023,0,0,False,False,False
gpt2xl,advising,mariadb,185,3,train,exclude,4,42,323,43.131824,False,True,False,0.0315854549407959,0.012701272964477539,0,0,False,False,False
gpt2xl,advising,mariadb,186,3,train,exclude,4,43,318,41.865831,False,True,False,0.02787017822265625,0.01282811164855957,0,0,False,False,False
gpt2xl,advising,mariadb,187,3,train,exclude,4,43,337,44.966744,False,True,False,0.028711795806884766,0.012761116027832031,0,0,False,False,False
gpt2xl,advising,mariadb,188,3,train,exclude,4,42,323,42.493236,False,True,False,0.049455881118774414,0.011393070220947266,0,0,False,False,False
gpt2xl,advising,mariadb,189,3,train,exclude,4,43,319,42.348092,False,True,False,0.026648998260498047,0.009855270385742188,0,0,False,False,False
gpt2xl,advising,mariadb,190,3,train,train,4,61,450,57.512205,False,True,False,0.043959617614746094,0.018686532974243164,0,0,False,False,False
gpt2xl,advising,mariadb,191,3,train,exclude,4,61,451,54.761586,False,True,False,0.029957294464111328,0.01244807243347168,0,0,False,False,False
gpt2xl,advising,mariadb,192,3,train,test,4,53,361,190.580654,False,True,False,0.04199481010437012,0.03229641914367676,0,0,False,False,False
gpt2xl,advising,mariadb,193,3,train,exclude,4,61,451,55.167652,False,True,False,0.053009033203125,0.025986194610595703,0,0,False,False,False
gpt2xl,advising,mariadb,194,3,train,exclude,4,61,449,55.509524,False,True,False,0.05096316337585449,0.012465476989746094,0,0,False,False,False
gpt2xl,advising,mariadb,195,3,train,exclude,4,43,336,43.982639,False,True,False,0.03173637390136719,0.012256145477294922,0,0,False,False,False
gpt2xl,advising,mariadb,196,3,train,exclude,4,61,448,56.106018,False,True,False,0.042563676834106445,0.02633380889892578,0,0,False,False,False
gpt2xl,advising,mariadb,197,3,train,exclude,4,43,318,42.580843,False,True,False,0.040473222732543945,0.01002192497253418,0,0,False,False,False
gpt2xl,advising,mariadb,198,3,train,exclude,4,61,450,55.357333,False,True,False,0.02972865104675293,0.016813993453979492,0,0,False,False,False
gpt2xl,advising,mariadb,199,3,train,exclude,4,43,319,37.557271,False,True,False,0.03430032730102539,0.016859769821166992,0,0,False,False,False
gpt2xl,advising,mariadb,200,3,train,exclude,4,42,322,43.024961,False,True,False,0.05195474624633789,0.012282371520996094,0,0,False,False,False
gpt2xl,advising,mariadb,201,3,train,exclude,4,42,324,42.546523,False,True,False,0.04951906204223633,0.010956048965454102,0,0,False,False,False
gpt2xl,advising,mariadb,202,3,train,exclude,4,61,452,56.396614,False,True,False,0.055524349212646484,0.014095544815063477,0,0,False,False,False
gpt2xl,advising,mariadb,203,3,train,train,4,61,452,55.656143,False,True,False,0.03246927261352539,0.012759208679199219,0,0,False,False,False
gpt2xl,advising,mariadb,204,3,train,exclude,4,42,325,42.689703,False,True,False,0.051019906997680664,0.011465311050415039,0,0,False,False,False
gpt2xl,advising,mariadb,205,3,train,test,4,42,328,42.854532,False,True,False,0.03086090087890625,0.013664960861206055,0,0,False,False,False
gpt2xl,advising,mariadb,207,3,train,exclude,4,43,334,44.684182,False,True,False,0.0483858585357666,0.024927139282226562,0,0,False,False,False
gpt2xl,advising,mariadb,208,3,train,exclude,4,61,449,58.129625,False,True,False,0.04026532173156738,0.014844179153442383,0,0,False,False,False
gpt2xl,advising,mariadb,209,3,train,exclude,4,61,453,55.502571,False,True,False,0.04229903221130371,0.012959718704223633,0,0,False,False,False
gpt2xl,advising,mariadb,210,3,train,exclude,4,27,241,165.071634,False,True,False,0.03209066390991211,0.010898590087890625,0,0,False,False,False
gpt2xl,advising,mariadb,211,3,train,exclude,4,27,243,24.871391,False,True,False,0.0513157844543457,0.010193586349487305,0,0,False,False,False
gpt2xl,advising,mariadb,212,3,train,exclude,4,42,322,36.372373,False,True,False,0.04926490783691406,0.015644311904907227,0,0,False,False,False
gpt2xl,advising,mariadb,213,3,train,exclude,4,39,310,188.983825,False,True,False,0.06915140151977539,0.030933856964111328,0,0,False,False,False
gpt2xl,advising,mariadb,214,3,train,exclude,4,59,446,93.352017,False,True,False,0.039710283279418945,0.02503037452697754,0,0,False,False,False
gpt2xl,advising,mariadb,215,3,train,exclude,4,59,450,214.648651,False,True,False,0.0595855712890625,0.03947782516479492,0,0,False,False,False
gpt2xl,advising,mariadb,216,3,train,exclude,4,61,447,56.105237,False,True,False,0.04316210746765137,0.02497553825378418,0,0,False,False,False
gpt2xl,advising,mariadb,217,3,train,exclude,4,42,323,43.052856,False,True,False,0.034796714782714844,0.015580892562866211,0,0,False,False,False
gpt2xl,advising,mariadb,218,3,train,exclude,4,59,442,70.597914,False,True,False,0.0505831241607666,0.020109176635742188,0,0,False,False,False
gpt2xl,advising,mariadb,219,3,train,exclude,4,61,450,55.264297,False,True,False,0.0498347282409668,0.014674186706542969,0,0,False,False,False
